序號,縣市,統一編號,營業人名稱,營業人地址,稽徵機關,開始適用日期,停止適用日期,營業狀況,接受行動支付工具,行業代號,行業代號名稱,行業代號1,行業代號名稱1,行業代號2,行業代號名稱2,行業代號3,行業代號名稱3,資料集日期
000799,臺北市,14723576,現代卡門精品服飾店,臺北市松山區富錦里富錦街５１８號１樓,松山分局,1081022,,非營業中,台灣Pay,473211,服裝零售,473299,其他服裝及其配件零售,,,,,20211026
000800,臺北市,14734052,活力飲品,臺北市大安區羅斯福路３段１１５號１樓,大安分局,1080919,,營業中,台灣Pay,472926,冰品零售,472914,飲料零售,,,,,20211026
000801,臺北市,14735572,雄豪鐘錶眼鏡行,臺北市大安區四維路１９８巷２４號１樓,大安分局,1100322,,營業中,台灣Pay,474412,眼鏡及其零配件零售,,,,,,,20211026
000802,臺北市,14746022,蔡元益湯圓紅茶店,臺北市北投區中央里新市街１５號,北投稽徵所,1090203,,營業中,LINE,563111,冰果店、冷（熱）飲店,,,,,,,20211026
000803,嘉義縣,14756365,夏綠坊,嘉義縣竹崎鄉竹崎村１４鄰中山路２５１號１樓,民雄稽徵所,1081107,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
000804,嘉義縣,14758069,忻彤皮鞋,嘉義縣朴子市中正里０１２鄰南通路三段８２８號,嘉義縣分局,1100526,,營業中,台灣Pay,473312,鞋類及其配件（真皮鞋類及其配件除外）零售,,,,,,,20211026
000805,嘉義縣,14768411,美宜商行,嘉義縣民雄鄉中樂村２２鄰文化路１－１８號,民雄稽徵所,1081216,,營業中,台灣Pay,472111,蔬菜零售,472211,畜肉零售,472212,禽肉零售,472911,調理包食品零售,20211026
000806,臺南市,14771289,麗精品服飾,臺南市北　區北華里成功路６２號１樓,臺南分局,1080103,,營業中,感應付款-信用卡或金融卡,473211,服裝零售,,,,,,,20211026
000807,臺南市,14771345,德東機車行,臺南市東　區東智里德東街７０號１樓,臺南分局,1080821,,營業中,台灣Pay,465211,全新機車批發,,,,,,,20211026
000808,臺南市,14773006,加倍桔茶飲便利商店,臺南市北　區賢北里和緯路５段６８號,臺南分局,1070511,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
000809,臺南市,14775460,糖果房間服飾店,臺南市中西區赤嵌里民族路二段１４４號,臺南分局,1081003,,營業中,台灣Pay,473211,服裝零售,473215,皮包、手提包（真皮皮包、手提包除外）零售,,,,,20211026
000810,臺南市,14786369,身之藝工作室,臺南市中西區赤嵌里民權路二段８１號,臺南分局,1081008,,營業中,台灣Pay,969017,紋身、紋眉服務,475299,其他化粧品零售,,,,,20211026
000811,新竹縣,14810950,東海髮廊,新竹縣湖口鄉中正村中正路１段１７０號１樓,竹北分局,1080927,,營業中,台灣Pay,962112,理髮店,,,,,,,20211026
000812,新竹縣,14813226,吉順機車行,新竹縣湖口鄉鳳凰村３鄰新興路５４５號,竹北分局,1080924,,營業中,台灣Pay,484211,全新機車零售,484314,機車零件、機車百貨零售,712911,汽機車檢驗,,,20211026
000813,新竹縣,14815511,振騰企業社,新竹縣竹東鎮三重里中興路１段１４７巷１８號,竹東稽徵所,1081224,,營業中,台灣Pay,465314,機車零件、機車百貨批發,951199,其他汽車維修,,,,,20211026
000814,新竹市,14815701,北方大陸餅,新竹市東　區豐功里１８鄰新源街５６號１樓,新竹分局,1071119,,非營業中,台灣Pay,561111,早餐店,,,,,,,20211026
000815,新竹縣,14817671,四維鎖匙刻印行,新竹縣竹北市竹仁里四維街１４０號,竹北分局,1090525,,營業中,台灣Pay,959917,開鎖及配鎖,969018,刻印章,,,,,20211026
000816,新竹縣,14819328,志瑄食品商行,新竹縣竹北市斗崙里縣政十三路１５２號１樓,竹北分局,1090504,,營業中,台灣Pay,472914,飲料零售,,,,,,,20211026
000817,新竹縣,14821979,敏智服飾店,新竹縣竹東鎮竹東里６鄰長春路２段８１號１樓,竹東稽徵所,1070613,,營業中,台灣Pay,473211,服裝零售,473312,鞋類及其配件（真皮鞋類及其配件除外）零售,473215,皮包、手提包（真皮皮包、手提包除外）零售,,,20211026
000818,新竹縣,14826221,綠點子花藝生活館,新竹縣湖口鄉鳳山村新興路３５６號,竹北分局,1081004,,營業中,台灣Pay,485111,切花、盆栽零售,,,,,,,20211026
000819,新竹縣,14827848,內灣彭老師野薑花粽,新竹縣橫山鄉內灣村５鄰中正路２８３號,竹東稽徵所,1070330,,營業中,台灣Pay,561200,餐食攤販,476399,其他玩具及娛樂用品零售,,,,,20211026
000820,新竹縣,14828641,艾瑪髮妝,新竹縣竹北市竹義里新泰路１１４號１樓,竹北分局,1081022,,營業中,台灣Pay,962299,其他美容美體服務,,,,,,,20211026
000821,新竹縣,14828868,竹大汽車商行,新竹縣竹東鎮三重里中興路２段１２５號,竹東稽徵所,1081015,,營業中,台灣Pay,484112,中古汽車零售,484311,汽車零件、汽車百貨零售,,,,,20211026
000822,高雄市,14831195,采堤精品店,高雄市新興區振成里新田路８６號,新興稽徵所,1090610,,營業中,台灣Pay,473999,未分類其他服飾品零售,,,,,,,20211026
000823,高雄市,14832770,中華水晶精品店,高雄市鼓山區華豐里華榮路３０３號,鼓山稽徵所,1071218,,營業中,台灣Pay,474511,金（銀）飾零售,,,,,,,20211026
000824,高雄市,14832770,中華水晶精品店,高雄市鼓山區華豐里華榮路３０３號,鼓山稽徵所,1090102,,營業中,台灣Pay,474511,金（銀）飾零售,,,,,,,20211026
000825,高雄市,14834685,哈克狗與湯姆貓寵物生活館,高雄市苓雅區華堂里四維三路１７４－５號１樓,苓雅稽徵所,1070524,,營業中,台灣Pay,485221,寵物用品零售,485222,寵物飼品零售,,,,,20211026
000826,高雄市,14843636,祥隱通訊維修,高雄市鹽埕區教仁里建國四路１４４號１樓,鹽埕稽徵所,1080924,,營業中,台灣Pay,959999,其他未分類個人及家庭用品維修,,,,,,,20211026
000827,高雄市,14843734,欣技髮型美容,高雄市苓雅區中正里廣州一街１５７之２號,苓雅稽徵所,1080319,,營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
000828,高雄市,14846789,彩珀名店,高雄市前鎮區瑞昌里瑞隆路２１６號１樓,前鎮稽徵所,1070604,,營業中,M-POS行動收單,475299,其他化粧品零售,475211,洗髮精、潤髮精零售,,,,,20211026
000829,高雄市,14849934,藝視形態精品店,高雄市新興區振成里文橫二路１６７巷２７號,新興稽徵所,1070802,,營業中,台灣Pay,473211,服裝零售,,,,,,,20211026
000830,彰化縣,14853113,老成珍,彰化縣鹿港鎮洛津里中山路３９３號,彰化分局,1091006,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
000831,彰化縣,14855251,四川小吃店,彰化縣彰化市民生里永安街１４３號,彰化分局,1080807,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
000832,彰化縣,14855415,福來小吃店,彰化縣彰化市延平里大埔路３６３號,彰化分局,1080807,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
000833,彰化縣,14859799,長弘汽車修配廠,彰化縣田尾鄉北曾村中山路二段臨１２０號,北斗稽徵所,1081220,,營業中,台灣Pay,465311,汽車零件、汽車百貨批發,951199,其他汽車維修,,,,,20211026
000834,彰化縣,14860233,明昇中藥行,彰化縣彰化市崙平里３鄰建平街１４６號,彰化分局,1070612,,營業中,合作金庫,475111,中藥零售,,,,,,,20211026
000835,彰化縣,14864131,鹿鼎紀三色湯圓,彰化縣鹿港鎮中興里民權路１８７號,彰化分局,1081120,1081202,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
000836,彰化縣,14866530,上筆台南担仔麵惦,彰化縣員林市民生里南昌東路７０號,員林稽徵所,1070619,,非營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
000837,新北市,14884740,三灃食品行,新北市中和區景安里景平路４５４號,中和稽徵所,1080919,,營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,,,,,,,20211026
000838,新北市,14887325,大耀車業行,新北市三重區六合里大智街１８２號１樓,三重稽徵所,1081024,,營業中,台灣Pay,484211,全新機車零售,,,,,,,20211026
000839,新北市,14888210,永興印社,新北市三峽區大埔里中園街１２６―２７號,板橋分局,1091022,,營業中,台灣Pay,959917,開鎖及配鎖,,,,,,,20211026
000840,宜蘭縣,14894682,正常鮮肉小籠包店,宜蘭縣宜蘭市神農里宜興路一段１０２號,宜蘭分局,1070822,,營業中,台灣Pay,561113,麵店、小吃店,472999,未分類其他食品、飲料及菸草製品零售,,,,,20211026
000841,宜蘭縣,14897365,永發香品社,宜蘭縣頭城鎮頂埔里００２鄰頂埔路一段２０６巷１６號,宜蘭分局,1091118,,營業中,台灣Pay,485212,宗教、喪葬用品零售,487113,經營網路購物,,,,,20211026
000842,宜蘭縣,14903021,晨曦冷飲店,宜蘭縣羅東鎮大新里公正路６８號１樓,羅東稽徵所,1081217,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,487113,經營網路購物,,,,,20211026
000843,桃園市,14946226,鴻昇刻印鎖行,桃園市八德區大華里介壽路２段３５１號１樓,桃園分局,1081127,,營業中,台灣Pay,485218,雕塑品零售,959917,開鎖及配鎖,,,,,20211026
000844,桃園市,14946529,藝苑刻印社,桃園市中壢區石頭里永樂路５７號１樓,中壢稽徵所,1081107,,營業中,台灣Pay,959917,開鎖及配鎖,969018,刻印章,476399,其他玩具及娛樂用品零售,,,20211026
000845,桃園市,14949618,民族山東饅頭,桃園市中壢區舊明里民族路５０號１樓,中壢稽徵所,1090302,,營業中,台灣Pay,561111,早餐店,472999,未分類其他食品、飲料及菸草製品零售,,,,,20211026
000846,桃園市,14953464,陳師兄素肉圓,桃園市大溪區一心里慈湖路２８號旁邊,大溪稽徵所,1070423,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
000847,臺中市,14965264,裕和藥局,臺中市西屯區何成里大墩路９５１號１樓,臺中分局,1081112,,營業中,台灣Pay,475112,西藥零售,,,,,,,20211026
000848,高雄市,15527967,沛姿精品服裝工作室,高雄市岡山區仁壽里００７鄰溪西路１８號１樓,岡山稽徵所,1090910,,營業中,台灣Pay,473299,其他服裝及其配件零售,,,,,,,20211026
000849,新北市,15543657,好穿鞋店,新北市板橋區挹秀里宮口街１０號１樓,板橋分局,1081224,,營業中,台灣Pay,473311,真皮鞋類及其配件零售,,,,,,,20211026
000850,臺北市,15547534,平誠印務行,臺北市松山區吉祥里八德路４段２４５巷３２弄２２號,松山分局,1070713,,營業中,台灣Pay,820300,影印服務,,,,,,,20211026
000851,桃園市,15556054,吉光企業社,桃園市八德區大和里介壽路二段２２２號,桃園分局,1081030,,營業中,台灣Pay,475299,其他化粧品零售,485299,未分類其他全新商品零售,,,,,20211026
000852,雲林縣,15593142,鴻展通訊行,雲林縣北港鎮西勢里義民路２５號１樓,北港稽徵所,1080801,,營業中,台灣Pay,483212,手機及手機週邊零配件零售,,,,,,,20211026
000853,雲林縣,15593213,金巧兒婦嬰用品專賣店,雲林縣麥寮鄉麥津村中山路２５２號,虎尾稽徵所,1070605,,營業中,NFC刷卡機,471913,雜貨店,475113,醫療耗材零售,473211,服裝零售,,,20211026
000854,雲林縣,15599315,創視紀眼鏡行,雲林縣虎尾鎮立仁里１３鄰林森路２段１１８號,虎尾稽徵所,1070801,,營業中,台灣Pay,474412,眼鏡及其零配件零售,475113,醫療耗材零售,456511,鐘錶及鐘錶零件批發,,,20211026
000855,雲林縣,15602326,修奇汽車車業行,雲林縣四湖鄉四湖村中山東路４８－１號１樓,北港稽徵所,1080813,,營業中,台灣Pay,951199,其他汽車維修,959100,機車維修,484315,汽車輪胎零售,484316,機車輪胎零售,20211026
000856,雲林縣,15609539,泊登精緻生活館,雲林縣麥寮鄉麥豐村２６鄰華興路６３號,虎尾稽徵所,1070605,,營業中,NFC刷卡機,471999,未分類其他綜合商品零售,,,,,,,20211026
000857,高雄市,15611676,亞新企業行,高雄市楠梓區翠屏里德賢路７號１樓,楠梓稽徵所,1080903,,營業中,感應付款-信用卡或金融卡,471999,未分類其他綜合商品零售,473299,其他服裝及其配件零售,473211,服裝零售,,,20211026
000858,臺北市,15636085,知音園藝坊,臺北市內湖區紫陽里陽光街７０號２樓,內湖稽徵所,1080926,,營業中,台灣Pay,485111,切花、盆栽零售,,,,,,,20211026
000859,臺北市,15638268,龍江女子美容院,臺北市中山區下埤里下埤里龍江路４０３號,中北稽徵所,1081008,,營業中,台灣Pay,962111,美髮院及髮廊,962112,理髮店,,,,,20211026
000860,臺北市,15639674,悅琪髮型設計美容坊,臺北市大安區錦安里潮州街１５８號１樓,大安分局,1090210,,營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
000861,臺北市,15663717,名宇髮廊,臺北市萬華區萬壽里武昌街２段７２號４樓,萬華稽徵所,1081009,,營業中,感應付款-信用卡或金融卡,962111,美髮院及髮廊,,,,,,,20211026
000862,臺北市,15664379,安娸服飾,臺北市萬華區富福里康定路２６９號１樓,萬華稽徵所,1091020,,營業中,台灣Pay,473211,服裝零售,,,,,,,20211026
000863,臺北市,15669705,東陽飯包店,臺北市大同區建明里長安西路２３２號,大同稽徵所,1090427,,營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
000864,臺中市,15671441,九四二就是愛茶飲,臺中市霧峰區中正里中正路９４２號,大屯稽徵所,1090215,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
000865,臺中市,15673412,美辰髮廊,臺中市霧峰區本堂里中正路８７７號,大屯稽徵所,1090909,,營業中,台灣Pay,962111,美髮院及髮廊,962112,理髮店,,,,,20211026
000866,臺中市,15673638,世賢眼鏡行,臺中市沙鹿區興仁里鎮南路二段６０２號１樓,沙鹿稽徵所,1081213,,營業中,台灣Pay,474412,眼鏡及其零配件零售,,,,,,,20211026
000867,臺中市,15682377,采妍美容工作坊,臺中市潭子區潭秀里６鄰雅潭路１段７０號１樓,豐原分局,1081226,,營業中,台灣Pay,962299,其他美容美體服務,475299,其他化粧品零售,,,,,20211026
000868,臺中市,15684797,芋頭城專賣店,臺中市大甲區順天里５鄰育德路６６號１樓,沙鹿稽徵所,1080919,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
000869,臺中市,15684797,芋頭城專賣店,臺中市大甲區順天里５鄰育德路６６號１樓,沙鹿稽徵所,1081118,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
000870,屏東縣,15690340,公館美而美早餐店,屏東縣屏東市龍華里龍華路１３１號．１２９－１號,屏東分局,1070822,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
000871,屏東縣,15698336,綠苑麵食館,屏東縣內埔鄉內埔村勝光路１號,潮州稽徵所,1080919,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
000872,屏東縣,15698949,長龍水產行,屏東縣萬丹鄉厦南村下蚶路１５３號,屏東分局,1080530,,營業中,台灣Pay,472311,水產品零售,487113,經營網路購物,,,,,20211026
000873,屏東縣,15700375,回歸自然生機飲食館,屏東縣屏東市公園里中正路１３０號,屏東分局,1081129,,營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,472112,水果零售,472111,蔬菜零售,,,20211026
000874,屏東縣,15701803,海堤旅店,屏東縣恆春鎮墾丁里大灣路１３０號,恆春稽徵所,1070709,,營業中,感應付款-信用卡或金融卡,551013,民宿,487113,經營網路購物,,,,,20211026
000875,屏東縣,15703464,層次髮型,屏東縣屏東市光榮里成功路１３２－５號,屏東分局,1090318,,營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
000876,臺南市,15717707,寁勝輪胎行,臺南市北　區華德里中華北路２段１９９號１樓,臺南分局,1081225,,營業中,台灣Pay,465315,汽車輪胎批發,484315,汽車輪胎零售,,,,,20211026
000877,臺南市,15720365,芸婷商行,臺南市中西區城隍里北門路１段１６５號１樓,臺南分局,1081114,,營業中,台灣Pay,475113,醫療耗材零售,,,,,,,20211026
000878,臺南市,15727640,人仁藥局,臺南市安平區怡平里慶平路２８１號１樓,臺南分局,1090908,,營業中,台灣Pay,475112,西藥零售,475113,醫療耗材零售,475299,其他化粧品零售,475111,中藥零售,20211026
000879,新北市,15764481,大新美容院,新北市新店區國豐里建國路７５號１樓,新店稽徵所,1071003,,營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
000880,新北市,15769009,王順發雜糧行,新北市板橋區國泰街６０號,板橋分局,1081025,,營業中,台灣Pay,472913,菸酒零售,,,,,,,20211026
000881,花蓮縣,15781539,萬年電機修理所,花蓮縣花蓮市主勤里南京街３０８號,花蓮分局,1081018,,營業中,台灣Pay,476211,自行車及自行車零件零售,476299,其他運動用品及器材零售,474199,其他家用電器零售,772911,機車出租,20211026
000882,臺北市,15938151,何駿騰,臺北市萬華區環南綜合市場乙棟１樓２４３號,萬華稽徵所,1090713,,營業中,台灣Pay,472111,蔬菜零售,,,,,,,20211026
