序號,縣市,統一編號,營業人名稱,營業人地址,稽徵機關,開始適用日期,停止適用日期,營業狀況,接受行動支付工具,行業代號,行業代號名稱,行業代號1,行業代號名稱1,行業代號2,行業代號名稱2,行業代號3,行業代號名稱3,資料集日期
005628,高雄市,72041796,喜羊羊服飾,高雄市新興區復興二路２８４號,新興稽徵所,1081220,,營業中,台灣Pay,473999,未分類其他服飾品零售,,,,,,,20211026
005629,高雄市,72044920,行富企業社,高雄市三民區達仁里大連街７５號１樓,三民分局,1100322,,營業中,台灣Pay,473312,鞋類及其配件（真皮鞋類及其配件除外）零售,,,,,,,20211026
005630,高雄市,72045505,過勇早餐店,高雄市鳳山區過埤里過勇路１５０號,鳳山分局,1081120,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005631,高雄市,72048952,戊林商行,高雄市鼓山區明誠里昌盛路２９２號,鼓山稽徵所,1070521,,營業中,台灣Pay,563112,咖啡館,,,,,,,20211026
005632,高雄市,72053048,喬倈坐冷飲店,高雄市楠梓區東寧里旗楠路１３８號,楠梓稽徵所,1081016,,營業中,感應付款-信用卡或金融卡,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005633,高雄市,72074923,千萬兩食品行,高雄市小港區順苓里漢民路４０３號１樓,小港稽徵所,1090414,,營業中,台灣Pay,472926,冰品零售,,,,,,,20211026
005634,高雄市,72082352,綠果商行,高雄市鼓山區龍水里美術南二路８６號１樓,鼓山稽徵所,1081014,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005635,高雄市,72086673,吳家紅茶冰高松店,高雄市小港區高松里松興路６５號騎樓,小港稽徵所,1081217,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005636,高雄市,72094982,真心食坊,高雄市鳳山區三民里大東一路９０號,鳳山分局,1081105,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005637,臺南市,72108542,廣益魚員店,臺南市學甲區仁得里中正路２０７號１樓,佳里稽徵所,1070917,,營業中,台灣Pay,472911,調理包食品零售,487113,經營網路購物,,,,,20211026
005638,高雄市,72113799,歐士達平價異國輕食館,高雄市新興區光耀里錦田路５２號,新興稽徵所,1081108,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005639,臺南市,72134160,大裕皮件行,臺南市佳里區東寧里義民街２３４號,佳里稽徵所,1101007,,營業中,LINE,473215,皮包、手提包（真皮皮包、手提包除外）零售,,,,,,,20211026
005640,臺南市,72140629,世芳軒商店,臺南市安定區蘇林里蘇厝２２７號,佳里稽徵所,1070802,,營業中,台灣Pay,472921,糖果餅乾零售,,,,,,,20211026
005641,臺南市,72140775,金里商號,臺南市佳里區東寧里新生路１４８巷７號,佳里稽徵所,1101012,,營業中,台灣Pay,472919,肉鬆、肉乾、火腿、臘味零售,,,,,,,20211026
005642,高雄市,72152259,壹叁捌冷飲店,高雄市新興區光耀里開封路５０號,新興稽徵所,1070528,,營業中,台灣Pay,472914,飲料零售,,,,,,,20211026
005643,臺南市,72160032,鴻權棉被行,臺南市善化區東關里中興路６８號,新營分局,1081120,,營業中,台灣Pay,474311,寢具零售,,,,,,,20211026
005644,高雄市,72171116,涼水攤行,高雄市鼓山區青海段６３０地號﹝美術東八街１２６號旁﹞,鼓山稽徵所,1070711,,營業中,台灣Pay,486112,飲料零售攤販,,,,,,,20211026
005645,高雄市,72187525,先生抺茶千層專賣店,高雄市前鎮區民權里民權二路１８０號１樓,前鎮稽徵所,1070503,1091224,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005646,高雄市,72190388,正翰棒壘專賣店,高雄市岡山區壽天里０１２鄰壽華路５２巷３號１樓,岡山稽徵所,1081025,,營業中,台灣Pay,476299,其他運動用品及器材零售,487113,經營網路購物,,,,,20211026
005647,高雄市,72199873,明華早餐店,高雄市左營區新上里明華一路９７，９９號,左營稽徵所,1070416,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005648,高雄市,72201104,左右手商行,高雄市新興區振成里新田路９０號,新興稽徵所,1081118,,非營業中,台灣Pay,962211,美甲美睫,,,,,,,20211026
005649,高雄市,72201625,安安藥師藥局,高雄市小港區桂林里孔鳳路５６５號１樓,小港稽徵所,1081223,,營業中,台灣Pay,475112,西藥零售,,,,,,,20211026
005650,高雄市,72207769,中山蛋糕店,高雄市鳳山區成功里中山路１１６號１樓,鳳山分局,1090508,,營業中,台灣Pay,472922,西點麵包零售,,,,,,,20211026
005651,高雄市,72213191,群郁麵食館,高雄市橋頭區仕隆里０２４鄰隆豐路２７１號１樓,岡山稽徵所,1080219,1100208,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005652,高雄市,72213354,老紀牛肉麵,高雄市左營區新上里辛亥路１７７號１樓,左營稽徵所,1081018,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005653,高雄市,72300202,弘記炒飯,高雄市三民區本武里大豐二路６７３號１樓,三民分局,1090605,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005654,高雄市,72301455,孟子早餐店,高雄市左營區菜公里孟子路３７３號,左營稽徵所,1070331,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005655,高雄市,72302829,愛拜客工作室,高雄市三民區寶慶里九如一路１８６巷３７號,三民分局,1090909,,營業中,台灣Pay,476211,自行車及自行車零件零售,487113,經營網路購物,,,,,20211026
005656,高雄市,72304495,吳家紅茶冰赤山店,高雄市鳳山區文英里八德路２６３號騎樓,鳳山分局,1070711,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005657,高雄市,72305494,天地水果超市,高雄市苓雅區林貴里三多二路１８７號１樓,苓雅稽徵所,1080826,1101015,營業中,台灣Pay,472112,水果零售,472914,飲料零售,,,,,20211026
005658,高雄市,72308598,彩色熊服飾商行允文店,高雄市前金區榮復里允文街５６號之１,鹽埕稽徵所,1081121,,營業中,台灣Pay,473999,未分類其他服飾品零售,,,,,,,20211026
005659,高雄市,72309007,洋食二番部,高雄市楠梓區中陽里楠都東街１２８號,楠梓稽徵所,1070926,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005660,高雄市,72309359,美式炸雞,高雄市仁武區八卦里八德一路２１１號,鳳山分局,1081029,,非營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005661,臺中市,72310026,艾豆飾品店,臺中市豐原區南嵩里水源路４５號１樓,豐原分局,1080916,,營業中,台灣Pay,487113,經營網路購物,473999,未分類其他服飾品零售,,,,,20211026
005662,臺中市,72310222,英代商行,臺中市南屯區文山里文山九街１２２號,臺中分局,1091119,,營業中,台灣Pay,471999,未分類其他綜合商品零售,,,,,,,20211026
005663,彰化縣,72312241,南鑫商行,彰化縣秀水鄉安東村彰水路二段７６２號,彰化分局,1070601,,營業中,華南商業銀行,472914,飲料零售,,,,,,,20211026
005664,臺中市,72312586,虎男漢堡,臺中市北　區錦平里三民路三段１３１巷１２號１樓,民權稽徵所,1080516,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005665,臺中市,72313017,泓喬商行,臺中市大里區長榮里新南路１４３號１樓,大屯稽徵所,1070725,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005666,臺中市,72313184,三鮮湯包店,臺中市北　區育德里健行路７５３號１樓,民權稽徵所,1071114,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005667,臺中市,72313804,恆日一九八九餐飲店,臺中市南　區新榮里學府路１４６巷１３號１樓及１５號１樓,大智稽徵所,1090206,,營業中,台灣Pay,561115,餐館、餐廳,472999,未分類其他食品、飲料及菸草製品零售,,,,,20211026
005668,臺中市,72314022,斑馬拉拉企業社,臺中市豐原區南村里圓環東路７０３號１０樓之１,豐原分局,1070809,,營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,473999,未分類其他服飾品零售,474999,未分類其他家用器具及用品零售,457199,其他藥品及醫療用品批發,20211026
005669,臺中市,72314607,傑夫樂器行,臺中市北屯區平和里綏遠路２段１８０號１樓,東山稽徵所,1071017,,營業中,台灣Pay,476314,樂器零售,,,,,,,20211026
005670,臺中市,72315063,臻鐿茶行,臺中市潭子區潭陽里圓通南路８０號１樓,豐原分局,1081118,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005671,臺中市,72316295,方圓健康生活館,臺中市南　區永興里高工二街５３―１０號１樓,大智稽徵所,1080409,,營業中,台灣Pay,474917,清潔用品零售,474999,未分類其他家用器具及用品零售,472999,未分類其他食品、飲料及菸草製品零售,,,20211026
005672,臺中市,72317392,翰騏早餐店,臺中市太平區中政里永平南路３６號１樓,大屯稽徵所,1100602,,營業中,感應付款-信用卡或金融卡,561111,早餐店,,,,,,,20211026
005673,臺中市,72317479,上安美式炸雞,臺中市西屯區上安里上安路７２號１樓,臺中分局,1081009,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005674,臺中市,72317652,原創國際美髮沙龍,臺中市北　區新北里錦新街８０號１樓,民權稽徵所,1090226,,營業中,感應付款-信用卡或金融卡,962111,美髮院及髮廊,,,,,,,20211026
005675,臺中市,72318435,田宗企業社,臺中市北　區建興里大義街１３７號１樓,民權稽徵所,1100319,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005676,臺中市,72318527,甘州鴨董店,臺中市東　區新庄里和平街２０６號１樓,大智稽徵所,1090130,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005677,臺中市,72319259,開蕊企業社,臺中市北屯區平心里安順東九街４２之１號１樓,東山稽徵所,1081209,,營業中,台灣Pay,962299,其他美容美體服務,,,,,,,20211026
005678,臺中市,72319321,惠明商行,臺中市南屯區三和里黎明路２段２９８號１樓,臺中分局,1070821,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005679,臺中市,72319912,福來牛肉麵店,臺中市南屯區楓樹里黎明路１段３２號,臺中分局,1080816,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005680,臺中市,72319960,大里六羨小吃店,臺中市大里區長榮里西榮路１７１號１樓,大屯稽徵所,1080620,,非營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005681,臺中市,72320262,慶鴻精緻早午餐,臺中市大甲區文武里三民路１８１號１樓,沙鹿稽徵所,1091221,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005682,臺中市,72320299,永珍商行,臺中市東　區十甲里十甲路１３２號１樓,大智稽徵所,1070724,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005683,臺中市,72320609,清太健康素食館,臺中市清水區南寧里鎮南街５３號１樓,沙鹿稽徵所,1081018,,營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
005684,臺中市,72321059,丹緹絲美容美睫會館,臺中市南屯區大誠里大墩三街９１號,臺中分局,1091109,,營業中,台灣Pay,962299,其他美容美體服務,,,,,,,20211026
005685,臺中市,72322000,金芭蒂服裝行,臺中市潭子區甘蔗里潭興路３段１０７號,豐原分局,1070802,,營業中,NFC感應式刷卡機,473999,未分類其他服飾品零售,,,,,,,20211026
005686,臺中市,72322590,樂客商行,臺中市潭子區甘蔗里勝利路３１７號１樓,豐原分局,1081212,,非營業中,台灣Pay,485299,未分類其他全新商品零售,,,,,,,20211026
005687,臺中市,72322830,種籽早午餐,臺中市中　區繼光里綠川西街５９巷７號１樓,民權稽徵所,1090317,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005688,臺中市,72323155,日騰輪業行,臺中市北　區賴旺里青島西街７７號１樓,民權稽徵所,1090120,,營業中,台灣Pay,484314,機車零件、機車百貨零售,,,,,,,20211026
005689,臺中市,72323520,盛利髮廊,臺中市大甲區大甲里鎮政路２２―１號１樓,沙鹿稽徵所,1081018,,營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
005690,臺中市,72323520,盛利髮廊,臺中市大甲區大甲里鎮政路２２―１號１樓,沙鹿稽徵所,1081029,,營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
005691,臺中市,72323845,永大輪機車行,臺中市大雅區四德里學府路３７號,豐原分局,1080408,,營業中,台灣Pay,959100,機車維修,,,,,,,20211026
005692,臺中市,72324106,糕手手作工作室,臺中市北屯區太原路３段１３８３號１樓,東山稽徵所,1081218,,營業中,台灣Pay,487113,經營網路購物,472922,西點麵包零售,,,,,20211026
005693,臺中市,72324605,喜嘗香商行,臺中市南屯區三義里文心一路３８１號１０樓之１,臺中分局,1090710,,非營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005694,臺中市,72325013,珍心中西式早午餐,臺中市豐原區中陽里同安街５６號１樓,豐原分局,1081114,,非營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005695,臺中市,72325013,珍心中西式早午餐,臺中市豐原區中陽里同安街５６號１樓,豐原分局,1090624,,非營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005696,臺中市,72325082,鮮粹嚴選手作坊,臺中市北屯區松和里松文街８３號,東山稽徵所,1081206,,非營業中,台灣Pay,487113,經營網路購物,472999,未分類其他食品、飲料及菸草製品零售,,,,,20211026
005697,嘉義縣,72325652,麥爾企業社,嘉義縣太保市安仁里０１０鄰祥和一路東段１０號１樓,嘉義縣分局,1070717,,營業中,感應付款-信用卡或金融卡,561115,餐館、餐廳,932999,未分類其他娛樂及休閒服務,,,,,20211026
005698,臺中市,72325674,悠然生物資源企業社,臺中市太平區頭汴里北田路２６７－３號１樓,大屯稽徵所,1100806,,營業中,台灣Pay,472111,蔬菜零售,472212,禽肉零售,472916,蛋類零售,472934,蜂蜜零售,20211026
005699,臺中市,72325822,童林村親子生活館,臺中市大里區新里里爽文路５１８號,大屯稽徵所,1080709,,非營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005700,臺中市,72327413,牌牌戰工作室,臺中市東　區振興里大勇街６６號地下１層,大智稽徵所,1080522,,營業中,台灣Pay,476312,玩具（模型玩具除外）零售,,,,,,,20211026
005701,臺中市,72327510,得來速小吃部,臺中市南屯區大興里南屯路２段１７９號１樓、夾層,臺中分局,1070928,,營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
005702,臺中市,72328074,翔宇早餐店,臺中市中　區綠川里建國路１５５號１樓,民權稽徵所,1091221,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005703,臺中市,72328102,品真早餐店,臺中市西屯區鵬程里逢大路１１３號１樓,臺中分局,1091225,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005704,臺中市,72328308,張北大雞排,臺中市西屯區西平里逢甲路２０巷３８號１樓,臺中分局,1100414,,營業中,街口支付,561113,麵店、小吃店,,,,,,,20211026
005705,臺中市,72328412,小春日和日式料理屋,臺中市北　區錦村里進化路３４６號１樓,民權稽徵所,1081025,,營業中,富邦Lucky,561115,餐館、餐廳,,,,,,,20211026
005706,臺中市,72329088,國安鈞臨早餐店,臺中市西屯區永安里國安一路５９號１樓,臺中分局,1100107,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005707,臺中市,72330304,精誠鴨董店,臺中市西　區公平里精誠路１４８號１樓,民權稽徵所,1090622,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005708,臺中市,72331319,佐固小吃店,臺中市大雅區四德里神林南路６６１號,豐原分局,1071001,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005709,臺中市,72331319,佐固小吃店,臺中市大雅區四德里神林南路６６１號,豐原分局,1071009,,營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
005710,臺中市,72331351,瓦屋育樂文教社,臺中市南屯區大同里向上南路１段１９７號１樓,臺中分局,1081115,,營業中,台灣Pay,476399,其他玩具及娛樂用品零售,,,,,,,20211026
005711,臺中市,72331818,綠活早午餐店,臺中市沙鹿區鹿寮里成功東街７０號１樓,沙鹿稽徵所,1091231,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005712,臺中市,72333724,惠仁冰菓店,臺中市北屯區平德里河北路２段８４號１樓,東山稽徵所,1081104,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005713,臺中市,72333962,九品精品店,臺中市北屯區松竹里崇德路２段３２５號１樓,東山稽徵所,1071130,,非營業中,信用卡支付,473211,服裝零售,475299,其他化粧品零售,,,,,20211026
005714,臺中市,72334266,厚願餐飲規劃,臺中市北　區淡溝里博館東街３１號１樓,民權稽徵所,1100624,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005715,臺中市,72334890,朝創早餐店,臺中市南屯區文山里嶺東路３７０巷９號１樓,臺中分局,1090325,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005716,臺中市,72335390,口未餐飲店,臺中市西　區民龍里民權路３７４號１樓,民權稽徵所,1080131,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005717,臺中市,72335862,小潞屋餐飲店,臺中市霧峰區本堂里中正路６７７號１樓,大屯稽徵所,1090929,,營業中,台灣Pay,561113,麵店、小吃店,563111,冰果店、冷（熱）飲店,,,,,20211026
005718,臺中市,72335878,福久菓子坊,臺中市大雅區大楓里雅楓街９９巷１弄２號１樓,豐原分局,1090730,,營業中,台灣Pay,472922,西點麵包零售,,,,,,,20211026
005719,臺中市,72336222,咖哩製造小吃部,臺中市北　區崇德里崇德路１段５１０號１樓,民權稽徵所,1080618,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005720,臺中市,72336383,鼎右鍋物料理店,臺中市南屯區溝墘里大業路２４６號１樓,臺中分局,1081224,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005721,臺中市,72339591,良馨高工早餐店,臺中市南　區永興里高工路３４６號１樓,大智稽徵所,1090131,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005722,臺中市,72340035,吉福商行,臺中市豐原區豐原里中正路１２號１樓,豐原分局,1070917,,營業中,街口支付,561115,餐館、餐廳,,,,,,,20211026
005723,臺中市,72340416,沐樨洋行,臺中市西　區忠誠里精誠八街１７號１樓,民權稽徵所,1081212,,營業中,台灣Pay,473999,未分類其他服飾品零售,,,,,,,20211026
005724,臺中市,72340534,祐文早餐店,臺中市西　區公德里精誠路３４５號１樓,民權稽徵所,1081031,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005725,臺中市,72341061,福秀商號,臺中市南　區福順里忠明南路７６１號,大智稽徵所,1091221,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005726,臺中市,72341169,菈斐爾美學沙龍坊,臺中市沙鹿區三鹿里自強路３２３號１樓,沙鹿稽徵所,1080902,,營業中,台灣Pay,962211,美甲美睫,962299,其他美容美體服務,,,,,20211026
005727,臺中市,72341386,沁荷花語美學館,臺中市北屯區平心里安順四街３３號１樓,東山稽徵所,1071008,,非營業中,台灣Pay,962299,其他美容美體服務,,,,,,,20211026
005728,臺中市,72341457,貫坊時尚藝術工作室,臺中市南屯區同心里大墩二街１６３號１樓、２樓、３樓,臺中分局,1090427,1100729,營業中,台灣Pay,962299,其他美容美體服務,,,,,,,20211026
005729,臺中市,72341457,貫坊時尚藝術工作室,臺中市南屯區同心里大墩二街１６３號１樓、２樓、３樓,臺中分局,1100729,,營業中,整合性支付工具-支援多種類行動支付(如：淘錢包&amp;hellip;等),962299,其他美容美體服務,,,,,,,20211026
005730,臺中市,72341457,貫坊時尚藝術工作室,臺中市南屯區同心里大墩二街１６３號１樓、２樓、３樓,臺中分局,1100811,,營業中,LINE,962299,其他美容美體服務,,,,,,,20211026
005731,臺中市,72343997,台中得勝健康管理企業社,臺中市大里區新里里愛心路３號１樓,大屯稽徵所,1071108,,營業中,台灣行動支付,969015,按摩服務,,,,,,,20211026
005732,臺中市,72344308,魔汁美食坊,臺中市西屯區福恩里工業區一路９８―３０號１樓,臺中分局,1081009,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005733,臺中市,72344813,龍津早餐店,臺中市龍井區龍津里中央路一段１２９號１樓,沙鹿稽徵所,1091007,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005734,臺中市,72345051,小太陽餐飲店,臺中市西屯區何厝里四川路１８８號１樓,臺中分局,1090514,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005735,臺中市,72345355,永康企業社,臺中市西屯區福林里福康路６６號,臺中分局,1100802,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005736,臺中市,72345502,神樂店,臺中市西　區忠誠里華美西街一段８０號１樓,民權稽徵所,1080617,,非營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005737,臺中市,72346191,衫衣閣精品店,臺中市南屯區大業里大墩路８００號１樓,臺中分局,1070427,,營業中,台灣Pay,473211,服裝零售,,,,,,,20211026
005738,臺中市,72346191,衫衣閣精品店,臺中市南屯區大業里大墩路８００號１樓,臺中分局,1100714,,營業中,街口支付,473211,服裝零售,,,,,,,20211026
005739,臺中市,72347332,優選飲料店,臺中市西　區公平里大業路２６號１樓,民權稽徵所,1100107,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005740,臺中市,72347895,櫻花早餐店,臺中市西屯區逢福里惠來路３段２４８號１樓,臺中分局,1090206,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005741,臺中市,72348162,惠勝美味行,臺中市潭子區潭陽里圓通南路１３６號１樓,豐原分局,1071120,,營業中,街口支付,561111,早餐店,,,,,,,20211026
005742,臺中市,72348212,別嗆大叔餐飲店,臺中市西　區双龍里模範市場１巷１０號,民權稽徵所,1080807,,非營業中,LINE,561115,餐館、餐廳,,,,,,,20211026
005743,臺中市,72348487,環宇精品企業社,臺中市潭子區家興里榮興街８３巷１１號,豐原分局,1071009,,非營業中,台灣Pay,485212,宗教、喪葬用品零售,471999,未分類其他綜合商品零售,,,,,20211026
005744,臺中市,72349015,統饌餐館,臺中市大里區新里里德芳路二段９號１樓、２樓,大屯稽徵所,1070829,,非營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005745,臺中市,72349036,大豐柑仔店,臺中市神岡區三角里大豐路四段５５號,豐原分局,1071012,,營業中,台灣Pay,471913,雜貨店,472913,菸酒零售,,,,,20211026
005746,臺中市,72349198,欣妮商行,臺中市西屯區逢甲里西屯路２段２６８之６號１樓,臺中分局,1080604,,營業中,台灣Pay,473999,未分類其他服飾品零售,,,,,,,20211026
005747,臺中市,72349346,樂可商行,臺中市豐原區中陽里南陽路３６６號１樓,豐原分局,1081212,,非營業中,台灣Pay,483299,其他通訊設備零售,,,,,,,20211026
005748,臺中市,72350167,民生南海茶道行,臺中市大雅區上雅里民生路一段１８９號１樓,豐原分局,1080724,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,472915,茶葉零售,472999,未分類其他食品、飲料及菸草製品零售,456917,陶瓷器皿及餐具批發,20211026
005749,臺中市,72350379,觀旭早午餐,臺中市西　區忠誠里博館路２７７號１樓,民權稽徵所,1071106,,非營業中,街口支付,561111,早餐店,,,,,,,20211026
005750,臺中市,72350820,鑒鑫商行,臺中市大里區長榮里東榮路１５號,大屯稽徵所,1080409,,非營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,472913,菸酒零售,,,,,20211026
005751,臺中市,72351790,三和街早餐店,臺中市南屯區三厝里三和街３０號１樓,臺中分局,1090318,,營業中,感應付款-信用卡或金融卡,561111,早餐店,,,,,,,20211026
005752,臺中市,72352046,元氣當歸鴨神岡店,臺中市神岡區社口里中山路５０４號１樓,豐原分局,1071204,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005753,臺中市,72352361,栗卡朵洋菓子坊,臺中市豐原區南嵩里水源路坪頂巷５―１號１樓,豐原分局,1090324,,營業中,台灣Pay,472112,水果零售,472999,未分類其他食品、飲料及菸草製品零售,487113,經營網路購物,,,20211026
005754,臺中市,72352453,小宇手機維修站,臺中市西屯區至善里青海路２段３２７號１樓,臺中分局,1081112,,營業中,台灣Pay,952200,通訊傳播設備維修,,,,,,,20211026
005755,臺中市,72352714,羿榆餐飲,臺中市西　區後龍里向上路一段２５號１樓,民權稽徵所,1080725,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005756,臺中市,72353827,菓福商行,臺中市東　區新庄里台中路８５號１樓,大智稽徵所,1071105,,營業中,台灣Pay,561113,麵店、小吃店,563111,冰果店、冷（熱）飲店,,,,,20211026
005757,臺中市,72354332,御上品烘焙坊,臺中市大里區中新里中興路２段３４２－１號１樓,大屯稽徵所,1090330,,非營業中,台灣Pay,472922,西點麵包零售,,,,,,,20211026
005758,臺中市,72354375,首席樂器行,臺中市清水區南社里鰲峰路３９３號１樓,沙鹿稽徵所,1070524,,非營業中,台灣Pay,476314,樂器零售,,,,,,,20211026
005759,臺中市,72354500,樂目眼鏡行,臺中市東　區東英里７鄰樂業路４０７號１樓,大智稽徵所,1070504,,營業中,歐付寶,474412,眼鏡及其零配件零售,475199,其他藥品及醫療用品零售,456799,其他清潔用品批發,,,20211026
005760,臺中市,72354776,蘋果手雞炸雞店,臺中市北　區賴村里學士路２５３號１樓,民權稽徵所,1071029,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005761,臺中市,72354804,資優生活科技行,臺中市大雅區三和里建興路２２２巷２號１樓,豐原分局,1091029,,營業中,台灣Pay,487113,經營網路購物,483212,手機及手機週邊零配件零售,474199,其他家用電器零售,474917,清潔用品零售,20211026
005762,臺中市,72355254,璇璇小吃部,臺中市北屯區東光里東山路１段４１號之７號１樓,東山稽徵所,1080923,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005763,臺中市,72355769,淳水學茶行,臺中市大里區內新里中興路２段３８８號１樓,大屯稽徵所,1070725,,非營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005764,臺中市,72356325,一元立面廣告美術行,臺中市南　區和平里復興路２段７４之９號１樓,大智稽徵所,1090622,,營業中,台灣Pay,731013,公開展示廣告,,,,,,,20211026
005765,臺中市,72356508,翔淞日式餐飲,臺中市西　區忠誠里精誠路５―３號,民權稽徵所,1090407,,營業中,街口支付,561115,餐館、餐廳,,,,,,,20211026
005766,臺中市,72356649,暮香企業社,臺中市西　區公平里大業路２３號１樓,民權稽徵所,1071024,,營業中,感應付款-信用卡或金融卡,561111,早餐店,,,,,,,20211026
005767,臺中市,72357274,霈林酸菜白肉火鍋,臺中市西　區公舘里五權路１―１３９號,民權稽徵所,1081024,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005768,臺中市,72357443,丞芯早餐店,臺中市西屯區西墩里黎明路３段５５１－３號１樓,臺中分局,1100922,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005769,臺中市,72358040,鴻庭商行,臺中市南屯區豐樂里永春東一路８１８號３樓之１,臺中分局,1080723,,營業中,台灣Pay,487113,經營網路購物,472921,糖果餅乾零售,,,,,20211026
005770,臺中市,72359483,東方露飲品店,臺中市中　區公園里民族路５４號１樓,民權稽徵所,1090120,,營業中,感應付款-信用卡或金融卡,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005771,臺中市,72359863,簡單剪髮型設計,臺中市西　區昇平里忠明南路３４７―２號,民權稽徵所,1090828,,營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
005772,臺中市,72360518,茗作飲料店,臺中市西屯區上石里上石路２０６號１樓,臺中分局,1090331,,營業中,街口支付,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005773,臺中市,72360762,呈金餐飲店,臺中市西屯區何南里大墩二十街５１―１號,臺中分局,1070614,,非營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005774,臺中市,72361447,晶皇美容生活館,臺中市清水區秀水里中清路９段２４２號,沙鹿稽徵所,1071004,,營業中,台灣Pay,962299,其他美容美體服務,,,,,,,20211026
